,"linear_acceleration_Z__fft_aggregated__aggtype_""kurtosis""",linear_acceleration_Z__variance_larger_than_standard_deviation,"angular_velocity_Y__fft_aggregated__aggtype_""skew""",orientation_Z__permutation_entropy__dimension_7__tau_1,linear_acceleration_X__number_crossing_m__m_1,"orientation_Y__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4","orientation_Y__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.2",linear_acceleration_Z__approximate_entropy__m_2__r_0.5,orientation_Z__number_peaks__n_3,"orientation_Y__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0",linear_acceleration_X__ar_coefficient__coeff_6__k_10,"orientation_Y__change_quantiles__f_agg_""var""__isabs_True__qh_0.2__ql_0.0","orientation_Y__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6","orientation_Y__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.2","angular_velocity_Y__fft_aggregated__aggtype_""kurtosis""","orientation_Y__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.4",linear_acceleration_Y__number_crossing_m__m_0,linear_acceleration_Z__approximate_entropy__m_2__r_0.7,linear_acceleration_Z__approximate_entropy__m_2__r_0.3,"linear_acceleration_Y__fft_aggregated__aggtype_""variance""",orientation_Z__sample_entropy,"orientation_Y__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2",linear_acceleration_Y__ar_coefficient__coeff_7__k_10,"orientation_Y__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0",linear_acceleration_X__number_crossing_m__m_-1,orientation_Z__number_peaks__n_5,linear_acceleration_Z__c3__lag_1,"orientation_Y__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.8",orientation_Y__number_peaks__n_1,linear_acceleration_Y__partial_autocorrelation__lag_6,angular_velocity_Z__autocorrelation__lag_3,"orientation_Y__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.2","linear_acceleration_Z__fft_coefficient__attr_""abs""__coeff_5","orientation_W__cwt_coefficients__coeff_7__w_2__widths_(2, 5, 10, 20)","orientation_Y__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.4"
0,6.726262261856884,1.0,0.4759581016470956,3.3533377002094937,30.0,2.229547114681821e-10,2.186267348429188e-10,0.8177845702070301,5.0,1.7013888888900947e-10,-0.1955110746728882,1.7696000000028287e-10,2.2803999999988636e-10,2.0508121615992367e-10,8.494074307370148,2.2773437500001463e-10,0.0,0.6618258919952522,0.9205419709353048,312.005444319807,0.5427772235725931,3.989999999999455e-10,-0.2095630508985027,4.686795412215362e-10,14.0,3.0,-813.7899871285074,1.634615384613743e-10,9.0,-0.4048061277185859,0.724743514020565,1.4875283446719616e-10,8.656420959738691,-0.0006233774581255,2.0529300567120694e-10
1,4.8847163977604415,1.0,0.2220192108234139,4.411078979177573,27.0,1.3361111111110502e-09,1.803822726317941e-09,0.7040513828692845,10.0,2.553733459357129e-09,-0.0833520592460549,2.7175619834705794e-09,1.294748263888889e-09,1.992395061728412e-09,20.80366045621922,1.479069767441695e-09,16.0,0.5077109473345043,0.7586500146028126,373.27339560428334,0.2785562562441351,6.5587775926697575e-09,-0.1550017860521948,7.170980841316073e-09,26.0,2.0,-855.6636407618113,9.463137996218041e-10,11.0,-0.0639340746967286,0.7029949936573396,2.555709342560495e-09,12.95256252219392,-0.0009837717479086,1.0930747922436812e-09
2,5.472851257107217,1.0,0.0697469648110546,4.020262841564353,32.0,2.1814404432105707e-10,2.2286222222226064e-10,0.8200347470017602,6.0,4.358399999997829e-10,-0.1182841889949796,5.999999999993173e-10,2.0275999999965727e-10,1.9504000000007755e-10,24.374527539548865,2.3875999999992556e-10,8.0,0.6607139694514002,0.880189294444027,320.3732696312727,0.4350239103497088,2.9244191745892437e-10,-0.3981702595559617,4.440937163021156e-10,11.0,2.0,-845.5143028875601,1.7343999999941609e-10,5.0,-0.4592642642839057,0.5298383736502044,1.6649305555583652e-10,8.706265801771579,-0.0006319679360719,1.9999999999990263e-10
3,5.246280501510265,1.0,0.2191499465209491,4.245726997478762,62.0,9.41372912801522e-10,7.971101519985143e-10,0.4785646196727584,10.0,7.874219075382318e-10,-0.0871058956331681,7.801599999998141e-10,1.107230623818622e-09,8.053825451749228e-10,29.449777465032817,5.706788837983647e-10,16.0,0.4335813294883812,0.5646721352152562,331.0788456714748,0.6321646702815933,2.005175963140893e-09,-0.1672453784979244,1.8409550045911798e-09,49.0,3.0,-907.2763000651416,1.034026465028239e-09,9.0,-0.2364776128798697,0.6477904947036063,6.317580340261398e-10,14.02985870071437,-0.0019367163807408,4.4718792866928727e-10
4,10.570487665683642,0.0,1.4073106400258235,2.4564234392233057,0.0,1.3316308864265143e-09,1.360888888889029e-09,0.7001408756163818,4.0,1.0907599999999827e-09,-0.2795905343324741,7.849599999997422e-10,1.3137599999998832e-09,1.2369600000002234e-09,4.874913178432495,9.841599999999622e-10,0.0,0.5776701054720157,0.768963734118326,173.04225641913044,0.062164431502895,1.699696108224755e-09,-0.4103669773684371,1.5397313988824594e-09,2.0,1.0,-822.8238011605686,1.46815999999989e-09,0.0,-0.7807577721746808,0.8688529459918405,1.287326388889272e-09,5.772874759963779,-0.0011824531645748,8.560000000000068e-10
5,4.721842625884837,1.0,0.2632555132059699,4.539663090256986,56.0,6.194302410521567e-10,5.700601470258985e-10,0.7607955121144876,10.0,3.6458333333341487e-10,0.0302509761708862,3.1983471074379906e-10,6.460842009964952e-10,3.7598702001046505e-10,21.696919701597277,6.084710743802424e-10,14.0,0.6342139693112405,0.7896654816916291,374.79182487105527,0.494101180824796,1.682729301732368e-09,-0.0838181271890486,1.3515782761185162e-09,52.0,6.0,-822.0323512150137,5.95918367347466e-10,13.0,-0.3365489331144704,0.636463981721906,2.4228395061700444e-10,8.755568971478182,0.0005281483691892,2.1875000000000726e-10
6,11.355996334686022,0.0,0.5063090721029943,3.919285667241405,10.0,1.1336565096959515e-10,8.728999269548671e-11,0.8533411640736648,3.0,8.73600000000397e-11,-0.1844421892384195,6.175999999980379e-11,9.699999999996973e-11,9.604000000024138e-11,5.657122498986155,8.979591836735821e-11,0.0,0.6384918169796279,0.8434348460215375,263.8605903989321,0.3189485764894572,1.2388981472405917e-10,-0.4897387486746201,8.779000000002451e-11,0.0,1.0,-850.3131960805051,1.270833333333331e-10,1.0,-0.446202150711729,0.5854440636724587,7.4826388889133e-11,8.508209359447802,-0.0004655535004415,9.024000000025153e-11
7,5.390267119016767,1.0,0.3486789397797942,4.164407965213281,43.0,9.299861495844463e-10,1.1548611111107814e-09,0.4461628263935226,10.0,2.884382073336406e-09,0.0824417957352476,2.170888468809367e-09,7.746093750001095e-10,1.1067665289255802e-09,15.358269202375336,9.331945022903876e-10,24.0,0.3558260793029526,0.6162782111427787,349.57026046218834,0.3145457147213291,3.267217630853946e-09,-0.2713969379733174,5.0790399999999e-09,18.0,3.0,-882.4615208460627,9.557655954637336e-10,13.0,-0.3618836307307876,0.6253210864110679,1.6376731301936511e-09,29.58543524145824,-0.0007700612402926,4.2040816326558805e-10
8,21.965737004293057,0.0,1.4883164375154248,4.541166779356772,4.0,1.7751479289866835e-11,2.1272424272256532e-11,0.6614500533510808,8.0,2.1120293847843298e-11,-0.1928668886949961,0.0,1.322568242986113e-11,2.160664819956916e-11,4.995260639861267,1.6678994082722092e-11,0.0,0.5006576327196441,0.7507844576852798,186.81679093200736,0.2308769722901058,2.982205964426636e-11,0.0905980480879985,3.0683266346618807e-11,4.0,3.0,-860.1210901701473,1.8240000000036483e-11,2.0,0.0473833827288553,0.9605578254685394,2.1120293847843298e-11,8.016319059452991,9.500364036612768e-05,1.7013232514022837e-11
9,5.222017572257509,1.0,1.0672539988814778,2.316674190230183,62.0,1.9572714681440395e-09,1.655715555555558e-09,0.7606987071494928,1.0,1.930439999999926e-09,0.026110759396162,1.655999999999671e-09,2.0880399999999253e-09,1.6065600000003212e-09,3.907234304922467,1.6515599999998584e-09,8.0,0.5997315573649435,0.790507941843082,387.5591091935189,0.0660107619211025,1.889736300362778e-09,-0.0332263296515742,1.8525242623271638e-09,54.0,0.0,-826.3850563693034,2.3734400000001783e-09,0.0,-0.3493297187045504,0.4536150459974842,1.722222222222429e-09,20.99321946965627,0.0010252070182424,1.5030400000003454e-09
